2024-04-09 19:35:13,195 INFO    SystemMonitor:27903 [interfaces.py:start():190] Started network monitoring
2024-04-09 19:35:13,242 DEBUG   HandlerThread:27903 [system_info.py:probe():150] Probing system
2024-04-09 19:35:13,257 DEBUG   HandlerThread:27903 [system_info.py:_probe_git():135] Probing git
2024-04-09 19:35:13,290 DEBUG   HandlerThread:27903 [system_info.py:_probe_git():143] Probing git done
2024-04-09 19:35:13,290 DEBUG   HandlerThread:27903 [system_info.py:probe():198] Probing system done
2024-04-09 19:35:13,290 DEBUG   HandlerThread:27903 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-101-generic-x86_64-with-debian-bullseye-sid', 'python': '3.7.12', 'heartbeatAt': '2024-04-09T23:35:13.243000', 'startedAt': '2024-04-09T23:35:12.604513', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/main.py', 'codePathLocal': 'main.py', 'codePath': 'scripts/main.py', 'git': {'remote': 'https://github.com/beaupollard/moving_mass_RL.git', 'commit': '672d0fcf57a3aaeb2dac940f062eb811ce261c59'}, 'email': 'yprakash@andrew.cmu.edu', 'root': '/home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master', 'host': 'Yash-G15', 'username': 'yash', 'executable': '/home/yash/miniconda3/envs/rlgpu/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2089.5920625, 'min': 1600.0, 'max': 3300.0}, 'cpu_freq_per_core': [{'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1600.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1600.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1600.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1817.046, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1600.0, 'min': 1600.0, 'max': 3300.0}, {'current': 2803.381, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1800.0, 'min': 1600.0, 'max': 3300.0}, {'current': 1600.0, 'min': 1600.0, 'max': 3300.0}], 'disk': {'/': {'total': 102.09723281860352, 'used': 33.78782272338867}}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 14.859134674072266}}
2024-04-09 19:35:13,290 INFO    HandlerThread:27903 [system_monitor.py:probe():224] Finished collecting system info
2024-04-09 19:35:13,290 INFO    HandlerThread:27903 [system_monitor.py:probe():227] Publishing system info
2024-04-09 19:35:13,291 DEBUG   HandlerThread:27903 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-04-09 19:35:13,617 DEBUG   HandlerThread:27903 [system_info.py:_save_conda():219] Saving conda packages done
2024-04-09 19:35:13,620 INFO    HandlerThread:27903 [system_monitor.py:probe():229] Finished publishing system info
2024-04-09 19:35:13,628 DEBUG   SenderThread:27903 [sender.py:send():378] send: files
2024-04-09 19:35:13,629 INFO    SenderThread:27903 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-04-09 19:35:13,764 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: python_packages
2024-04-09 19:35:13,765 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: python_packages
2024-04-09 19:35:13,767 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:35:13,767 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:35:13,774 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:35:13,901 DEBUG   SenderThread:27903 [sender.py:send():378] send: telemetry
2024-04-09 19:35:14,016 INFO    wandb-upload_0:27903 [upload_job.py:push():131] Uploaded file /tmp/tmpa3a9uu_zwandb/wdbzph18-wandb-metadata.json
2024-04-09 19:35:14,041 INFO    Thread-17 :27903 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/wandb/run-20240409_193512-joya3jzu/files/wandb-metadata.json
2024-04-09 19:35:14,041 INFO    Thread-17 :27903 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/wandb/run-20240409_193512-joya3jzu/files/output.log
2024-04-09 19:35:14,042 INFO    Thread-17 :27903 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/wandb/run-20240409_193512-joya3jzu/files/conda-environment.yaml
2024-04-09 19:35:14,042 INFO    Thread-17 :27903 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/wandb/run-20240409_193512-joya3jzu/files/requirements.txt
2024-04-09 19:35:16,037 INFO    Thread-17 :27903 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/wandb/run-20240409_193512-joya3jzu/files/output.log
2024-04-09 19:35:17,953 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:22,955 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:27,957 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:28,766 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:35:28,768 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:35:28,777 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:35:33,902 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:38,904 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:43,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:35:43,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:35:43,817 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:35:43,964 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:44,059 INFO    Thread-17 :27903 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yash/Desktop/Biorobotics_Lab/moving_mass_RL-master/scripts/wandb/run-20240409_193512-joya3jzu/files/config.yaml
2024-04-09 19:35:49,043 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:54,045 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:35:58,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:35:58,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:35:58,812 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:35:59,900 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:04,901 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:09,903 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:13,196 DEBUG   SystemMonitor:27903 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-09 19:36:13,200 DEBUG   SenderThread:27903 [sender.py:send():378] send: stats
2024-04-09 19:36:13,767 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:36:13,768 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:36:13,811 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:36:14,962 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:19,964 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:24,966 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:28,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:36:28,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:36:28,812 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:36:30,895 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:35,897 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:40,898 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:43,202 DEBUG   SenderThread:27903 [sender.py:send():378] send: stats
2024-04-09 19:36:43,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:36:43,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:36:43,811 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:36:45,899 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:50,901 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:55,903 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:36:58,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:36:58,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:36:58,811 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:37:00,939 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:05,940 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:10,942 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:13,205 DEBUG   SenderThread:27903 [sender.py:send():378] send: stats
2024-04-09 19:37:13,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:37:13,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:37:13,812 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:37:16,934 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:21,936 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:26,938 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:28,769 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:37:28,770 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:37:28,812 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:37:32,929 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:37,930 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:42,932 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:43,207 DEBUG   SenderThread:27903 [sender.py:send():378] send: stats
2024-04-09 19:37:43,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:37:43,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:37:43,812 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:37:48,871 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:53,872 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:37:58,769 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:37:58,770 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:37:58,813 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:37:58,890 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:38:03,892 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:38:08,893 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
2024-04-09 19:38:13,210 DEBUG   SenderThread:27903 [sender.py:send():378] send: stats
2024-04-09 19:38:13,768 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: stop_status
2024-04-09 19:38:13,769 DEBUG   SenderThread:27903 [sender.py:send_request():405] send_request: stop_status
2024-04-09 19:38:13,812 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-09 19:38:13,903 DEBUG   HandlerThread:27903 [handler.py:handle_request():146] handle_request: status_report
